filePath,country,breedName,health,finalSkill,veterancy,healthRegen,staminaRegen,speed,inventory,tankSkill,vehicleSkill,cannonSkill,tankGunSkill,pistolSkill,smgSkill,mgunSkill,rifleSkill,rocketLskill,melee,commandPower,score,captureWeight,newMp,newCp
./resource/gamelogic/set/breed/mp\ger2\fallschirm_mg_asst.set,ger2,fallschirm_mg_asst,0.4,vet_3,lvl5,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 80', '""ammo mg_mauser belt"" 600', '""bandage"" 5', '""panzerfaust_60 weapon"" 0 1 filled']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00075,0.00075,0.00075,64.11000000000003,0.6411000000000001
./resource/gamelogic/set/breed/mp\ger2\fallschirm_mg_asst_39.set,ger2,fallschirm_mg_asst_39,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 80', '""ammo mg_mauser belt"" 600', '""bandage"" 5']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_pzfst.set,ger2,fallschirm_pzfst,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 120', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m39"" 2', '""panzerfaust weapon"" 0 1 filled']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_pzfst_fg.set,ger2,fallschirm_pzfst_fg,0.4,vet_10,lvl5,0.1,0.1,0.0009,"['""fg42_rifle"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 1', '""panzerfaust weapon"" 0 1 filled']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0025,0.0025,0.0025,64.63500000000002,0.6463499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_pzfst_stg.set,ger2,fallschirm_pzfst_stg,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m39"" 2', '""smoke grenade"" 1', '""panzerfaust weapon"" 0 1 filled']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_rifle.set,ger2,fallschirm_rifle,0.4,vet_3,lvl5,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 120', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""faustpatrone_30 weapon"" 0 1 filled']",0.00095,0.001,0.001,0.004,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00075,0.00075,0.00075,64.51000000000002,0.6451000000000001
./resource/gamelogic/set/breed/mp\ger2\fallschirm_rifle_39.set,ger2,fallschirm_rifle_39,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 120', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m39"" 2', '""grenade m24x5""']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_sa.set,ger2,fallschirm_sa,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""g43"" filled', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 100', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 1', '""panzerfaust_30 weapon"" 0 1 filled']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_sa_41.set,ger2,fallschirm_sa_41,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""g41"" filled', '""ammo mauser_clip"" 120', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 1']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_sl.set,ger2,fallschirm_sl,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 2']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_sl_40.set,ger2,fallschirm_sl_40,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m39"" 2', '""grenade m24x5""', '""smoke grenade"" 2']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_sl_asst_fg_42.set,ger2,fallschirm_sl_asst_fg_42,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""fg42_sc"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade m24x5""', '""smoke grenade"" 2']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_sl_asst_fg_43.set,ger2,fallschirm_sl_asst_fg_43,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""fg42_sc"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 2']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_sl_asst_fg_44.set,ger2,fallschirm_sl_asst_fg_44,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""fg42_sc"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 2', '""panzerfaust weapon"" 0 1 filled']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_sl_asst_smg.set,ger2,fallschirm_sl_asst_smg,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m39"" 2', '""grenade m24x5""', '""smoke grenade"" 2']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_smg_40.set,ger2,fallschirm_smg_40,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m39"" 2', '""grenade m24x5""', '""smoke grenade"" 1']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_sniper.set,ger2,fallschirm_sniper,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""mauzer_s"" filled', '""ammo mauser_clip"" 120', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m39"" 2']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\fallschirm_stg.set,ger2,fallschirm_stg,0.4,vet_6,lvl5,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger2\flamer.set,ger2,flamer,0.15,flamer,1,0.1,0.1,0.0009,"['""flame_thrower_g""', '""balloon_g"" filled']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.003,2,0.004,0.001,0.001,0.001,37.345000000000006,0.37345
./resource/gamelogic/set/breed/mp\ger2\flamer2.set,ger2,flamer2,0.15,flamer,1,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.003,2,0.004,0.001,0.001,0.001,37.345000000000006,0.37345
./resource/gamelogic/set/breed/mp\ger2\jager_mg.set,ger2,jager_mg,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3', '""sandbag_kit""', '""barrel_case""']",0.00075,0.001,0.0008,0.0,0.005,0.003,0.005,0.004,2,0.005,0.00125,0.00125,0.00125,42.92,0.42919999999999997
./resource/gamelogic/set/breed/mp\ger2\jager_mg_asst.set,ger2,jager_mg_asst,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""sandbag_kit""']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.005,0.005,2,0.005,0.00125,0.00125,0.00125,42.92,0.42919999999999997
./resource/gamelogic/set/breed/mp\ger2\jager_pzfst.set,ger2,jager_pzfst,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.005,5,0.005,0.00125,0.00125,0.00125,42.620000000000005,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger2\jager_rifle.set,ger2,jager_rifle,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.005,3,0.005,0.00125,0.00125,0.00125,42.620000000000005,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger2\jager_sa.set,ger2,jager_sa,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 1', '""panzerfaust_30 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.005,3,0.005,0.00125,0.00125,0.00125,42.620000000000005,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger2\jager_sa_41.set,ger2,jager_sa_41,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""g41"" filled', '""ammo mauser_clip"" 80', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.005,3,0.005,0.00125,0.00125,0.00125,42.620000000000005,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger2\jager_sl_smg.set,ger2,jager_sl_smg,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.005,0.005,0.004,0.005,4,0.005,0.00125,0.00125,0.00125,43.14000000000001,0.4314
./resource/gamelogic/set/breed/mp\ger2\jager_sl_smg_asst.set,ger2,jager_sl_smg_asst,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.005,0.005,0.004,0.005,4,0.005,0.00125,0.00125,0.00125,43.14000000000001,0.4314
./resource/gamelogic/set/breed/mp\ger2\jager_sl_stg.set,ger2,jager_sl_stg,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.005,0.005,0.004,0.005,4,0.005,0.00125,0.00125,0.00125,43.14000000000001,0.4314
./resource/gamelogic/set/breed/mp\ger2\jager_sl_stg_asst.set,ger2,jager_sl_stg_asst,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 2', '""panzerfaust_30 weapon"" 0 1 filled']",0.00085,0.001,0.0009,0.0,0.005,0.005,0.004,0.005,4,0.005,0.00125,0.00125,0.00125,43.14000000000001,0.4314
./resource/gamelogic/set/breed/mp\ger2\jager_smg.set,ger2,jager_smg,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""mp41"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.005,0.002,0.003,3,0.005,0.00125,0.00125,0.00125,42.620000000000005,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger2\jager_stg.set,ger2,jager_stg,0.2,vet_5,lvl2,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""smoke grenade"" 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.005,0.002,0.003,3,0.005,0.00125,0.00125,0.00125,42.620000000000005,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger2\light_mortar.set,ger2,light_mortar,0.15,vet_3,1,0.1,0.1,0.0009,"['""mortar_legrw_36"" filled', '""ammo mortar50 ger fg"" 12', '""bandage"" 3']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.005,2,0.004,0.00075,0.00075,0.00075,37.37000000000001,0.3736999999999999
./resource/gamelogic/set/breed/mp\ger2\light_mortar2.set,ger2,light_mortar2,0.15,vet_4,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mortar50 ger fg"" 8', '""bandage"" 3', '""grenade m24"" 2', '""sandbag_kit""']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.005,2,0.004,0.001,0.001,0.001,37.44500000000001,0.37445
./resource/gamelogic/set/breed/mp\ger2\mgun.set,ger2,mgun,0.15,vet_3,1_lvl2,0.1,0.1,0.0009,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3', '""sandbag_kit"" 1', '""barrel_case""']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.004,0.003,2,0.004,0.00075,0.00075,0.00075,37.370000000000005,0.3736999999999999
./resource/gamelogic/set/breed/mp\ger2\mgun_asst.set,ger2,mgun_asst,0.15,vet_3,1_lvl2,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""sandbag_kit""']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.004,0.004,2,0.004,0.00075,0.00075,0.00075,37.470000000000006,0.3746999999999999
./resource/gamelogic/set/breed/mp\ger2\oficer.set,ger2,oficer,0.25,oficer,1,0.1,0.1,0.001,"['""luger"" filled', '""ammo walther_mag"" 32', '""knife_ger""', '""binocular""']",0.00085,0.001,0.0009,0.0,0.005,0.005,0.005,0.005,5,0.005,-0.01,0.02,0.01,49.87500000000001,0.49875
./resource/gamelogic/set/breed/mp\ger2\oficer2.set,ger2,oficer2,0.5,oficer_vet,1,0.1,0.1,0.001,"['""mp41"" filled', '""ammo mp40_mag"" 64', '""knife_ger""', '""binocular""']",0.001,0.001,0.001,0.0,0.006,0.006,0.006,0.006,6,0.006,-0.012,0.025,0.015,76.19999999999995,0.762
./resource/gamelogic/set/breed/mp\ger2\radioman.set,ger2,radioman,0.15,radioman,1,0.1,0.1,0.0009,"['""mp40"" filled', '""mortar_flaergun"" filled', '""ammo mp40_mag"" 192', '""ammo mortar_flaer"" 5', '""bandage"" 3']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.003,2,0.004,0.005,0.02,0.001,39.645,0.39645
./resource/gamelogic/set/breed/mp\ger2\recon_mg.set,ger2,recon_mg,0.15,vet_3,1,0.1,0.1,0.0009,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3', '""barrel_case""']",0.00075,0.001,0.0008,0.0,0.003,0.002,0.003,0.003,2,0.003,0.00075,0.00075,0.00075,36.970000000000006,0.3696999999999999
./resource/gamelogic/set/breed/mp\ger2\recon_pzfst.set,ger2,recon_pzfst,0.15,vet_3,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""panzerfaust weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.003,0.002,0.002,0.003,3,0.003,0.00075,0.00075,0.00075,36.87000000000001,0.3686999999999999
./resource/gamelogic/set/breed/mp\ger2\recon_rifle.set,ger2,recon_rifle,0.15,vet_3,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""panzerfaust_30 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.003,0.002,0.002,0.003,2,0.003,0.00075,0.00075,0.00075,36.87000000000001,0.3686999999999999
./resource/gamelogic/set/breed/mp\ger2\recon_sa.set,ger2,recon_sa,0.15,vet_3,1,0.1,0.1,0.0009,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.003,0.002,0.002,0.003,2,0.003,0.00075,0.00075,0.00075,36.87000000000001,0.3686999999999999
./resource/gamelogic/set/breed/mp\ger2\recon_sl.set,ger2,recon_sl,0.2,vet_3,1,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.004,0.004,0.003,0.003,2,0.004,0.00075,0.00075,0.00075,42.39000000000001,0.4239
./resource/gamelogic/set/breed/mp\ger2\recon_sl_rifle.set,ger2,recon_sl_rifle,0.2,vet_4,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.003,0.004,2,0.004,0.001,0.001,0.001,42.465,0.4246500000000001
./resource/gamelogic/set/breed/mp\ger2\recon_sl_stg.set,ger2,recon_sl_stg,0.2,vet_4,1,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.004,0.004,0.003,0.003,2,0.004,0.001,0.001,0.001,42.465,0.4246500000000001
./resource/gamelogic/set/breed/mp\ger2\recon_stg.set,ger2,recon_stg,0.15,vet_3,1,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.003,0.003,0.002,0.002,2,0.003,0.00075,0.00075,0.00075,36.87000000000001,0.3686999999999999
./resource/gamelogic/set/breed/mp\ger2\rifle.set,ger2,rifle,0.15,vet_3,1_lvl2,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit"" 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.003,0.004,2,0.004,0.00075,0.00075,0.00075,37.370000000000005,0.3736999999999999
./resource/gamelogic/set/breed/mp\ger2\rifle2.set,ger2,rifle2,0.15,vet_2,1_lvl2,0.1,0.1,0.0009,"['""g43"" filled', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit"" 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.003,0.004,2,0.004,0.0005,0.0005,0.0005,37.29499999999999,0.37295
./resource/gamelogic/set/breed/mp\ger2\rifle_grenadier.set,ger2,rifle_grenadier,0.15,vet_3,1_lvl2,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""k98_gewehrgranat"" filling ""k98_grenade fg"" 1', '""k98_grenade fg"" 6 1', '""k98_grenade ap"" 1 1', '""sandbag_kit"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.003,0.004,2,0.004,0.00075,0.00075,0.00075,37.370000000000005,0.3736999999999999
./resource/gamelogic/set/breed/mp\ger2\rifle_pzfst.set,ger2,rifle_pzfst,0.15,vet_5,1_lvl2,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit"" 1', '""panzerfaust weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.003,0.004,4,0.004,0.00125,0.00125,0.00125,37.519999999999996,0.3751999999999999
./resource/gamelogic/set/breed/mp\ger2\rifle_single.set,ger2,rifle_single,0.15,vet_5,1_lvl2,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.003,0.004,2,0.004,0.00125,0.00125,0.00125,37.519999999999996,0.3751999999999999
./resource/gamelogic/set/breed/mp\ger2\saper.set,ger2,saper,0.15,saper,1,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine_detector""', '""dynamite_ladung"" 2', '""hohlladung grenade""', '""trench_spade""']",0.00085,0.001,0.0009,0.0,0.004,0.004,0.002,0.003,2,0.004,0.001,0.001,0.001,37.36500000000001,0.37365000000000004
./resource/gamelogic/set/breed/mp\ger2\sl_asst.set,ger2,sl_asst,0.15,vet_5,1_lvl2,0.1,0.1,0.0009,"['""g43"" filled', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""sandbag_kit"" 1', '""panzerfaust_60 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.004,2,0.004,0.00125,0.00125,0.00125,37.42,0.3741999999999999
./resource/gamelogic/set/breed/mp\ger2\smg.set,ger2,smg,0.15,vet_3,1_lvl2,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_30 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.003,2,0.004,0.00075,0.00075,0.00075,37.27000000000001,0.3726999999999999
./resource/gamelogic/set/breed/mp\ger2\smg2.set,ger2,smg2,0.15,vet_2,1_lvl2,0.1,0.1,0.0009,"['""mp41"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_30 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.003,2,0.004,0.0005,0.0005,0.0005,37.19499999999999,0.37195
./resource/gamelogic/set/breed/mp\ger2\smg3.set,ger2,smg3,0.15,vet_2,1_lvl2,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 213', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5"" 0 1', '""panzerfaust_30 weapon"" 0 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.003,2,0.004,0.0005,0.0005,0.0005,37.19499999999999,0.37195
